event_id,transaction_id,event_type,event_status,event_timestamp,provider
EVT-C1BDA8AFE1,TXN-13A16E9FC3,SUCCESS,CONFIRMED,2026-09-12 06:32:21.927480,Provider C
EVT-EA4D1B7B9F,TXN-13A16E9FC3,SETTLEMENT,CONFIRMED,2026-09-12 06:32:30.927480,Provider C
EVT-6108931C47,TXN-0BB1227033,INITIATED,RECEIVED,2026-09-08 00:17:12.927515,Provider C
EVT-B434352F47,TXN-0BB1227033,PROCESSING,RECEIVED,2026-09-08 00:17:16.927515,Provider C
EVT-8E1DE93EC8,TXN-0BB1227033,FAILED,PROVIDER_ERROR,2026-09-08 00:17:40.927515,Provider C
EVT-08BB3BDD9B,TXN-0AD76FD176,INITIATED,RECEIVED,2026-08-27 08:25:53.927547,Provider D
EVT-193572C471,TXN-0AD76FD176,PROCESSING,RECEIVED,2026-08-27 08:25:56.927547,Provider D
EVT-B0187A3B2D,TXN-0AD76FD176,SUCCESS,CONFIRMED,2026-08-27 08:26:09.927547,Provider D
EVT-FB693B3D49,TXN-0AD76FD176,SETTLEMENT,CONFIRMED,2026-08-27 08:26:18.927547,Provider D
EVT-B26E6BC0F8,TXN-E56FFC89CB,INITIATED,RECEIVED,2026-08-29 12:05:50.927587,Provider D
EVT-40032D5214,TXN-E56FFC89CB,PROCESSING,RECEIVED,2026-08-29 12:05:53.927587,Provider D
EVT-2A851BE80E,TXN-E56FFC89CB,PENDING,AWAITING_CONFIRMATION,2026-08-29 12:06:14.927587,Provider D
EVT-83809F9025,TXN-530D4900E7,INITIATED,RECEIVED,2026-08-29 20:48:10.927620,Provider B
EVT-A6388B34EE,TXN-530D4900E7,PROCESSING,RECEIVED,2026-08-29 20:48:14.927620,Provider B
EVT-7F36C5F384,TXN-530D4900E7,SUCCESS,CONFIRMED,2026-08-29 20:48:28.927620,Provider B
EVT-8A477CEE53,TXN-530D4900E7,SETTLEMENT,CONFIRMED,2026-08-29 20:48:33.927620,Provider B
EVT-4170529E20,TXN-CF4515E7B6,INITIATED,RECEIVED,2026-08-30 20:48:53.927656,Provider B
EVT-37325C43E1,TXN-CF4515E7B6,PROCESSING,RECEIVED,2026-08-30 20:48:55.927656,Provider B
EVT-329CE9FE66,TXN-CF4515E7B6,SUCCESS,CONFIRMED,2026-08-30 20:49:10.927656,Provider B
EVT-18F440648F,TXN-CF4515E7B6,SETTLEMENT,CONFIRMED,2026-08-30 20:49:13.927656,Provider B
EVT-B7FBB4BCD4,TXN-7D44AA3AE6,INITIATED,RECEIVED,2026-08-31 15:20:04.927693,Provider C
EVT-C7124778EA,TXN-7D44AA3AE6,PROCESSING,RECEIVED,2026-08-31 15:20:07.927693,Provider C
EVT-C8250B811A,TXN-7D44AA3AE6,FAILED,INSUFFICIENT_FUNDS,2026-08-31 15:20:29.927693,Provider C
EVT-6714B50BC5,TXN-2BA60DFE12,INITIATED,RECEIVED,2026-09-04 16:35:45.927725,Provider A
EVT-51E27FF39C,TXN-2BA60DFE12,PROCESSING,RECEIVED,2026-09-04 16:35:48.927725,Provider A
EVT-14A689F04F,TXN-2BA60DFE12,SUCCESS,CONFIRMED,2026-09-04 16:36:01.927725,Provider A
EVT-5D49040A14,TXN-2BA60DFE12,SETTLEMENT,CONFIRMED,2026-09-04 16:36:02.927725,Provider A
EVT-A43D369855,TXN-A26477868B,INITIATED,RECEIVED,2026-09-17 17:28:19.927874,Provider A
EVT-AF52A4EE04,TXN-A26477868B,PROCESSING,RECEIVED,2026-09-17 17:28:24.927874,Provider A
EVT-A6D1FDCFCB,TXN-A26477868B,SUCCESS,CONFIRMED,2026-09-17 17:28:31.927874,Provider A
EVT-459CBF4C66,TXN-A26477868B,SETTLEMENT,CONFIRMED,2026-09-17 17:28:37.927874,Provider A
EVT-AF5571EF8C,TXN-CCD1FFDEBA,INITIATED,RECEIVED,2026-09-05 06:33:44.927928,Provider C
EVT-9D4438D863,TXN-CCD1FFDEBA,PROCESSING,RECEIVED,2026-09-05 06:33:47.927928,Provider C
EVT-B1CA49A235,TXN-CCD1FFDEBA,SUCCESS,CONFIRMED,2026-09-05 06:33:59.927928,Provider C
EVT-92F9A04154,TXN-CCD1FFDEBA,SETTLEMENT,CONFIRMED,2026-09-05 06:34:06.927928,Provider C
EVT-5142BD76CE,TXN-646CA9971A,INITIATED,RECEIVED,2026-09-03 14:49:57.927966,Provider D
EVT-6D39023400,TXN-646CA9971A,PROCESSING,RECEIVED,2026-09-03 14:50:01.927966,Provider D
EVT-73027AAB4A,TXN-646CA9971A,SUCCESS,CONFIRMED,2026-09-03 14:50:06.927966,Provider D
EVT-C3BE1EEB98,TXN-646CA9971A,SETTLEMENT,CONFIRMED,2026-09-03 14:50:16.927966,Provider D
EVT-7E74A38F9B,TXN-8004F77419,INITIATED,RECEIVED,2026-09-02 22:35:46.928186,Provider D
EVT-381C6FAC27,TXN-8004F77419,PROCESSING,RECEIVED,2026-09-02 22:35:51.928186,Provider D
EVT-ACEB72F278,TXN-8004F77419,SUCCESS,CONFIRMED,2026-09-02 22:36:00.928186,Provider D
EVT-954DDF3550,TXN-8004F77419,SETTLEMENT,CONFIRMED,2026-09-02 22:36:08.928186,Provider D
EVT-0638BB7CD9,TXN-0255442367,INITIATED,RECEIVED,2026-08-24 01:22:46.928238,Provider C
EVT-C348FD67C0,TXN-0255442367,PROCESSING,RECEIVED,2026-08-24 01:22:49.928238,Provider C
EVT-E93108B69A,TXN-0255442367,SUCCESS,CONFIRMED,2026-08-24 01:22:59.928238,Provider C
EVT-EBEA8D80A3,TXN-0255442367,SETTLEMENT,CONFIRMED,2026-08-24 01:23:03.928238,Provider C
EVT-8154E46D89,TXN-3557CCEDB4,INITIATED,RECEIVED,2026-09-14 11:54:23.929040,Provider B
EVT-A3665C38EF,TXN-3557CCEDB4,PROCESSING,RECEIVED,2026-09-14 11:54:26.929040,Provider B
EVT-613C32A6E4,TXN-3557CCEDB4,SUCCESS,CONFIRMED,2026-09-14 11:54:41.929040,Provider B
EVT-423F88F9A1,TXN-3557CCEDB4,SETTLEMENT,CONFIRMED,2026-09-14 11:54:49.929040,Provider B
EVT-F7BF86396E,TXN-814AC45248,INITIATED,RECEIVED,2026-09-12 02:20:45.929098,Provider C
EVT-AEAF62E488,TXN-814AC45248,PROCESSING,RECEIVED,2026-09-12 02:20:50.929098,Provider C
EVT-CF7D527388,TXN-814AC45248,SUCCESS,CONFIRMED,2026-09-12 02:21:00.929098,Provider C
EVT-CE1C9E44B2,TXN-814AC45248,SETTLEMENT,CONFIRMED,2026-09-12 02:21:02.929098,Provider C
EVT-F90A89F09C,TXN-3D3BB341C9,INITIATED,RECEIVED,2026-09-06 03:28:09.929140,Provider A
EVT-025B552A18,TXN-3D3BB341C9,PROCESSING,RECEIVED,2026-09-06 03:28:11.929140,Provider A
EVT-426B75D2C0,TXN-3D3BB341C9,SUCCESS,CONFIRMED,2026-09-06 03:28:21.929140,Provider A
EVT-967999D07D,TXN-3D3BB341C9,SETTLEMENT,CONFIRMED,2026-09-06 03:28:30.929140,Provider A
EVT-22D79EE728,TXN-43C3B6D897,INITIATED,RECEIVED,2026-08-30 01:30:21.929180,Provider A
EVT-DF82D7AE4C,TXN-43C3B6D897,PROCESSING,RECEIVED,2026-08-30 01:30:24.929180,Provider A
EVT-85BC6D9E48,TXN-43C3B6D897,SUCCESS,CONFIRMED,2026-08-30 01:30:30.929180,Provider A
EVT-70B9AF3D89,TXN-43C3B6D897,SETTLEMENT,CONFIRMED,2026-08-30 01:30:32.929180,Provider A
EVT-1B23B96408,TXN-2D393FB7D7,INITIATED,RECEIVED,2026-08-22 11:41:35.929217,Provider D
EVT-E36F408960,TXN-2D393FB7D7,PROCESSING,RECEIVED,2026-08-22 11:41:36.929217,Provider D
EVT-B717391775,TXN-2D393FB7D7,SUCCESS,CONFIRMED,2026-08-22 11:41:44.929217,Provider D
EVT-13058A8EB2,TXN-2D393FB7D7,SETTLEMENT,CONFIRMED,2026-08-22 11:41:46.929217,Provider D
EVT-CBC8FEF56C,TXN-80B7595E01,INITIATED,RECEIVED,2026-09-13 18:57:56.929270,Provider A
EVT-7FA4E39A6A,TXN-80B7595E01,PROCESSING,RECEIVED,2026-09-13 18:57:59.929270,Provider A
EVT-B0FE955FF4,TXN-80B7595E01,SUCCESS,CONFIRMED,2026-09-13 18:58:02.929270,Provider A
EVT-534EF00411,TXN-80B7595E01,SETTLEMENT,CONFIRMED,2026-09-13 18:58:03.929270,Provider A
EVT-2C7B23B8FA,TXN-22CC2CC857,INITIATED,RECEIVED,2026-09-08 07:57:10.929313,Provider D
EVT-3A17434FC6,TXN-22CC2CC857,PROCESSING,RECEIVED,2026-09-08 07:57:12.929313,Provider D
EVT-9C7071C5F3,TXN-22CC2CC857,SUCCESS,CONFIRMED,2026-09-08 07:57:26.929313,Provider D
EVT-5647CFA490,TXN-22CC2CC857,SETTLEMENT,CONFIRMED,2026-09-08 07:57:33.929313,Provider D
EVT-5FC03D05BA,TXN-6D77683195,INITIATED,RECEIVED,2026-09-16 03:58:32.929357,Provider D
EVT-60F2DFCEA0,TXN-6D77683195,PROCESSING,RECEIVED,2026-09-16 03:58:33.929357,Provider D
EVT-C9BAC8ADC3,TXN-6D77683195,FAILED,WEBHOOK_FAILURE,2026-09-16 03:58:53.929357,Provider D
EVT-D22F3198F6,TXN-2AB35F3412,INITIATED,RECEIVED,2026-09-01 08:15:58.929394,Provider A
EVT-B5EC48FF91,TXN-2AB35F3412,PROCESSING,RECEIVED,2026-09-01 08:16:01.929394,Provider A
EVT-FEABD9A392,TXN-2AB35F3412,SUCCESS,CONFIRMED,2026-09-01 08:16:08.929394,Provider A
EVT-2BFA0C6FE0,TXN-2AB35F3412,SETTLEMENT,CONFIRMED,2026-09-01 08:16:13.929394,Provider A
EVT-79A7A96BB1,TXN-988C77C9D6,INITIATED,RECEIVED,2026-08-30 07:14:52.929431,Provider A
EVT-592A6624DD,TXN-988C77C9D6,PROCESSING,RECEIVED,2026-08-30 07:14:56.929431,Provider A
EVT-DF72D22BA5,TXN-988C77C9D6,SUCCESS,CONFIRMED,2026-08-30 07:14:57.929431,Provider A
EVT-CD73FA5D14,TXN-988C77C9D6,REVERSAL,REVERSED,2026-08-30 07:16:01.929431,Provider A
EVT-B17117FBA3,TXN-F14F00C42E,INITIATED,RECEIVED,2026-09-16 21:01:01.929473,Provider A
EVT-0DE2DEBE2F,TXN-F14F00C42E,PROCESSING,RECEIVED,2026-09-16 21:01:03.929473,Provider A
EVT-3C7C0E2FC9,TXN-F14F00C42E,SUCCESS,CONFIRMED,2026-09-16 21:01:05.929473,Provider A
EVT-DFDBED481F,TXN-F14F00C42E,SETTLEMENT,CONFIRMED,2026-09-16 21:01:08.929473,Provider A
EVT-3FBBED2838,TXN-15DB99D46B,INITIATED,RECEIVED,2026-09-06 19:26:41.929509,Provider B
EVT-5F1F0BE9A0,TXN-15DB99D46B,PROCESSING,RECEIVED,2026-09-06 19:26:45.929509,Provider B
EVT-FB8CA53E06,TXN-15DB99D46B,SUCCESS,CONFIRMED,2026-09-06 19:27:00.929509,Provider B
EVT-54890048CE,TXN-15DB99D46B,SETTLEMENT,CONFIRMED,2026-09-06 19:27:07.929509,Provider B
EVT-08752BB933,TXN-A1639859EE,INITIATED,RECEIVED,2026-09-01 17:16:31.929550,Provider B
EVT-26F12FB6CF,TXN-A1639859EE,PROCESSING,RECEIVED,2026-09-01 17:16:32.929550,Provider B
EVT-EB20B24B3C,TXN-A1639859EE,SUCCESS,CONFIRMED,2026-09-01 17:16:37.929550,Provider B
EVT-DFF639B2F4,TXN-A1639859EE,SETTLEMENT,CONFIRMED,2026-09-01 17:16:43.929550,Provider B
EVT-B514A523CF,TXN-5F8A3CB397,INITIATED,RECEIVED,2026-08-31 17:40:58.929586,Provider B
EVT-4013ABC708,TXN-5F8A3CB397,PROCESSING,RECEIVED,2026-08-31 17:40:59.929586,Provider B
EVT-278D8908F3,TXN-5F8A3CB397,SUCCESS,CONFIRMED,2026-08-31 17:41:02.929586,Provider B
EVT-193E6F47E4,TXN-5F8A3CB397,SETTLEMENT,CONFIRMED,2026-08-31 17:41:05.929586,Provider B
EVT-0BDEE1A4DE,TXN-7F68A19B9B,INITIATED,RECEIVED,2026-08-28 05:27:41.929622,Provider B
EVT-6A3BEFCCD7,TXN-7F68A19B9B,PROCESSING,RECEIVED,2026-08-28 05:27:45.929622,Provider B
EVT-87FD4F8629,TXN-7F68A19B9B,SUCCESS,CONFIRMED,2026-08-28 05:27:55.929622,Provider B
EVT-9B3F6BEBFB,TXN-7F68A19B9B,SETTLEMENT,CONFIRMED,2026-08-28 05:27:59.929622,Provider B
EVT-321FE37220,TXN-21643428D0,INITIATED,RECEIVED,2026-09-03 03:43:45.929658,Provider A
EVT-09CD50C73B,TXN-21643428D0,PROCESSING,RECEIVED,2026-09-03 03:43:46.929658,Provider A
EVT-3ED8C02BD6,TXN-21643428D0,SUCCESS,CONFIRMED,2026-09-03 03:43:53.929658,Provider A
EVT-8A5EA94C52,TXN-21643428D0,SETTLEMENT,CONFIRMED,2026-09-03 03:43:57.929658,Provider A
EVT-519FEBD936,TXN-1B7B75DD29,INITIATED,RECEIVED,2026-09-02 19:31:42.929697,Provider A
EVT-C294F5BF9F,TXN-1B7B75DD29,PROCESSING,RECEIVED,2026-09-02 19:31:44.929697,Provider A
EVT-529794D544,TXN-1B7B75DD29,SUCCESS,CONFIRMED,2026-09-02 19:31:57.929697,Provider A
EVT-6D4BC38FFA,TXN-1B7B75DD29,SETTLEMENT,CONFIRMED,2026-09-02 19:32:01.929697,Provider A
EVT-E5F292223E,TXN-625816323F,INITIATED,RECEIVED,2026-09-11 17:20:05.929735,Provider D
EVT-7E0A620540,TXN-625816323F,PROCESSING,RECEIVED,2026-09-11 17:20:07.929735,Provider D
EVT-E9E1237C16,TXN-625816323F,SUCCESS,CONFIRMED,2026-09-11 17:20:10.929735,Provider D
EVT-27488EB86E,TXN-625816323F,REVERSAL,REVERSED,2026-09-11 17:23:30.929735,Provider D
EVT-DD069613D8,TXN-8681194301,INITIATED,RECEIVED,2026-08-31 02:49:18.929773,Provider D
EVT-AB29B1981F,TXN-8681194301,PROCESSING,RECEIVED,2026-08-31 02:49:19.929773,Provider D
EVT-FCAFCE83AB,TXN-8681194301,SUCCESS,CONFIRMED,2026-08-31 02:49:23.929773,Provider D
EVT-C89C005EDA,TXN-8681194301,SETTLEMENT,CONFIRMED,2026-08-31 02:49:31.929773,Provider D
EVT-80A5CA9BB7,TXN-B55C7C1541,INITIATED,RECEIVED,2026-08-20 20:14:33.929809,Provider B
EVT-579B6453F8,TXN-B55C7C1541,PROCESSING,RECEIVED,2026-08-20 20:14:35.929809,Provider B
EVT-928F14D813,TXN-B55C7C1541,SUCCESS,CONFIRMED,2026-08-20 20:14:39.929809,Provider B
EVT-B87501F259,TXN-B55C7C1541,SETTLEMENT,CONFIRMED,2026-08-20 20:14:44.929809,Provider B
EVT-8C99E91A90,TXN-89ABC847A6,INITIATED,RECEIVED,2026-08-26 19:57:33.929847,Provider D
EVT-A858E92AB0,TXN-89ABC847A6,PROCESSING,RECEIVED,2026-08-26 19:57:34.929847,Provider D
EVT-A7F753B626,TXN-89ABC847A6,SUCCESS,CONFIRMED,2026-08-26 19:57:40.929847,Provider D
EVT-56EDB1A5C6,TXN-89ABC847A6,REVERSAL,REVERSED,2026-08-26 20:01:40.929847,Provider D
EVT-D8B5B62FBE,TXN-DC14B7CF9F,INITIATED,RECEIVED,2026-09-01 00:39:00.929886,Provider C
EVT-E135AF2A47,TXN-DC14B7CF9F,PROCESSING,RECEIVED,2026-09-01 00:39:05.929886,Provider C
EVT-6BD911BCF5,TXN-DC14B7CF9F,SUCCESS,CONFIRMED,2026-09-01 00:39:07.929886,Provider C
EVT-2DB5670B5F,TXN-DC14B7CF9F,SETTLEMENT,CONFIRMED,2026-09-01 00:39:17.929886,Provider C
EVT-BCA07B8A3E,TXN-3B717586A6,INITIATED,RECEIVED,2026-09-17 09:25:19.929924,Provider B
EVT-46E79EE988,TXN-3B717586A6,PROCESSING,RECEIVED,2026-09-17 09:25:23.929924,Provider B
EVT-EF26092A5A,TXN-3B717586A6,SUCCESS,CONFIRMED,2026-09-17 09:25:31.929924,Provider B
EVT-C2632F97FD,TXN-3B717586A6,SETTLEMENT,CONFIRMED,2026-09-17 09:25:35.929924,Provider B
EVT-C39EA1804B,TXN-48FAE4682F,INITIATED,RECEIVED,2026-09-13 05:55:24.929960,Provider B
EVT-4E3882E239,TXN-48FAE4682F,PROCESSING,RECEIVED,2026-09-13 05:55:27.929960,Provider B
EVT-52605F82F4,TXN-48FAE4682F,FAILED,PROVIDER_ERROR,2026-09-13 05:55:57.929960,Provider B
EVT-E43C1718AF,TXN-54E4BCBF67,INITIATED,RECEIVED,2026-09-14 05:51:43.929991,Provider C
EVT-79137F9E2B,TXN-54E4BCBF67,PROCESSING,RECEIVED,2026-09-14 05:51:47.929991,Provider C
EVT-517232F825,TXN-54E4BCBF67,FAILED,INSUFFICIENT_FUNDS,2026-09-14 05:52:16.929991,Provider C
EVT-2F413F05ED,TXN-B802A913D2,INITIATED,RECEIVED,2026-09-06 16:12:50.930023,Provider C
EVT-749515C666,TXN-B802A913D2,PROCESSING,RECEIVED,2026-09-06 16:12:52.930023,Provider C
EVT-ECD2111E75,TXN-B802A913D2,SUCCESS,CONFIRMED,2026-09-06 16:13:07.930023,Provider C
EVT-5551061F11,TXN-B802A913D2,SETTLEMENT,CONFIRMED,2026-09-06 16:13:14.930023,Provider C
EVT-8562C8F917,TXN-FC98D4CA99,INITIATED,RECEIVED,2026-09-12 19:17:37.930059,Provider D
EVT-1E9AC6ACCC,TXN-FC98D4CA99,PROCESSING,RECEIVED,2026-09-12 19:17:40.930059,Provider D
EVT-D8A4D69985,TXN-FC98D4CA99,SUCCESS,CONFIRMED,2026-09-12 19:17:47.930059,Provider D
EVT-A108692246,TXN-FC98D4CA99,SETTLEMENT,CONFIRMED,2026-09-12 19:17:50.930059,Provider D
EVT-38A3614DA2,TXN-69A388C1E6,INITIATED,RECEIVED,2026-09-16 19:45:08.930098,Provider C
EVT-7EF09B7919,TXN-69A388C1E6,PROCESSING,RECEIVED,2026-09-16 19:45:12.930098,Provider C
EVT-E893FDD54C,TXN-69A388C1E6,SUCCESS,CONFIRMED,2026-09-16 19:45:19.930098,Provider C
EVT-6F7B010D10,TXN-69A388C1E6,SETTLEMENT,CONFIRMED,2026-09-16 19:45:20.930098,Provider C
EVT-4154C18328,TXN-672D36EB57,INITIATED,RECEIVED,2026-09-05 23:47:27.930139,Provider D
EVT-F73B4D90CE,TXN-672D36EB57,PROCESSING,RECEIVED,2026-09-05 23:47:30.930139,Provider D
EVT-F0E4DD096A,TXN-672D36EB57,SUCCESS,CONFIRMED,2026-09-05 23:47:35.930139,Provider D
EVT-9C23FC6D3B,TXN-672D36EB57,SETTLEMENT,CONFIRMED,2026-09-05 23:47:37.930139,Provider D
EVT-1DE35E66C9,TXN-F287AC12FF,INITIATED,RECEIVED,2026-09-04 12:58:25.930177,Provider B
EVT-424FAE6BEF,TXN-F287AC12FF,PROCESSING,RECEIVED,2026-09-04 12:58:28.930177,Provider B
EVT-1809F2E9E6,TXN-F287AC12FF,SUCCESS,CONFIRMED,2026-09-04 12:58:39.930177,Provider B
EVT-4295E0684F,TXN-F287AC12FF,SETTLEMENT,CONFIRMED,2026-09-04 12:58:42.930177,Provider B
EVT-1B25B71A9B,TXN-59B0623039,INITIATED,RECEIVED,2026-09-19 03:30:24.930215,Provider D
EVT-F86E85D305,TXN-59B0623039,PROCESSING,RECEIVED,2026-09-19 03:30:29.930215,Provider D
EVT-6F6248E24A,TXN-59B0623039,SUCCESS,CONFIRMED,2026-09-19 03:30:44.930215,Provider D
EVT-3E8A8D86AA,TXN-59B0623039,SETTLEMENT,CONFIRMED,2026-09-19 03:30:52.930215,Provider D
EVT-33316AED87,TXN-059ECFBCF4,INITIATED,RECEIVED,2026-08-30 01:29:34.930265,Provider A
EVT-205AC6819D,TXN-059ECFBCF4,PROCESSING,RECEIVED,2026-08-30 01:29:35.930265,Provider A
EVT-1ED91D2742,TXN-059ECFBCF4,SUCCESS,CONFIRMED,2026-08-30 01:29:44.930265,Provider A
EVT-9AB4BC2A9E,TXN-059ECFBCF4,SETTLEMENT,CONFIRMED,2026-08-30 01:29:52.930265,Provider A
EVT-44C8E74112,TXN-4DC9AF68FA,INITIATED,RECEIVED,2026-08-23 03:25:45.930305,Provider C
EVT-385C07CB64,TXN-4DC9AF68FA,PROCESSING,RECEIVED,2026-08-23 03:25:50.930305,Provider C
EVT-F48F6B42D0,TXN-4DC9AF68FA,SUCCESS,CONFIRMED,2026-08-23 03:25:59.930305,Provider C
EVT-87FC14D404,TXN-4DC9AF68FA,SETTLEMENT,CONFIRMED,2026-08-23 03:26:05.930305,Provider C
EVT-28A8F1743B,TXN-1FCFB5C2DF,INITIATED,RECEIVED,2026-08-26 06:35:16.930345,Provider D
EVT-5275B52B55,TXN-1FCFB5C2DF,PROCESSING,RECEIVED,2026-08-26 06:35:19.930345,Provider D
EVT-046C179857,TXN-1FCFB5C2DF,FAILED,INSUFFICIENT_FUNDS,2026-08-26 06:35:29.930345,Provider D
EVT-58589DE0D9,TXN-879AF6284B,INITIATED,RECEIVED,2026-08-28 11:04:48.930377,Provider D
EVT-BDD98EA639,TXN-879AF6284B,PROCESSING,RECEIVED,2026-08-28 11:04:50.930377,Provider D
EVT-A2485BD51B,TXN-879AF6284B,SUCCESS,CONFIRMED,2026-08-28 11:05:05.930377,Provider D
EVT-8795FDD338,TXN-879AF6284B,SETTLEMENT,CONFIRMED,2026-08-28 11:05:07.930377,Provider D
EVT-710A8DEAA4,TXN-12CB8195F0,INITIATED,RECEIVED,2026-09-16 09:36:39.930415,Provider C
EVT-2869CBA7A6,TXN-12CB8195F0,PROCESSING,RECEIVED,2026-09-16 09:36:44.930415,Provider C
EVT-630656A3B8,TXN-12CB8195F0,SUCCESS,CONFIRMED,2026-09-16 09:36:55.930415,Provider C
EVT-B37E2F6A21,TXN-12CB8195F0,SETTLEMENT,CONFIRMED,2026-09-16 09:37:01.930415,Provider C
EVT-F26A65F16B,TXN-B0DEB8B4D8,INITIATED,RECEIVED,2026-09-01 23:34:09.930451,Provider D
EVT-D1FED30EE4,TXN-B0DEB8B4D8,PROCESSING,RECEIVED,2026-09-01 23:34:13.930451,Provider D
EVT-51009FF380,TXN-B0DEB8B4D8,SUCCESS,CONFIRMED,2026-09-01 23:34:21.930451,Provider D
EVT-1CD903423B,TXN-B0DEB8B4D8,SETTLEMENT,CONFIRMED,2026-09-01 23:34:22.930451,Provider D
EVT-EBFEF0E333,TXN-CE3652C323,INITIATED,RECEIVED,2026-09-02 10:03:15.930490,Provider D
EVT-CC6937FD28,TXN-CE3652C323,PROCESSING,RECEIVED,2026-09-02 10:03:18.930490,Provider D
EVT-EE9E7C5F7A,TXN-CE3652C323,PENDING,AWAITING_CONFIRMATION,2026-09-02 10:03:27.930490,Provider D
EVT-5A3AC2DBC1,TXN-C46FA3EAFF,INITIATED,RECEIVED,2026-09-15 00:36:35.930520,Provider D
EVT-C4E9173F6D,TXN-C46FA3EAFF,PROCESSING,RECEIVED,2026-09-15 00:36:37.930520,Provider D
EVT-998A099B22,TXN-C46FA3EAFF,SUCCESS,CONFIRMED,2026-09-15 00:36:39.930520,Provider D
EVT-4C62470EC4,TXN-C46FA3EAFF,SETTLEMENT,CONFIRMED,2026-09-15 00:36:42.930520,Provider D
EVT-9D504E788D,TXN-A90CFA1871,INITIATED,RECEIVED,2026-08-31 22:17:34.930560,Provider B
EVT-F0C54E6240,TXN-A90CFA1871,PROCESSING,RECEIVED,2026-08-31 22:17:36.930560,Provider B
EVT-352291990A,TXN-A90CFA1871,SUCCESS,CONFIRMED,2026-08-31 22:17:43.930560,Provider B
EVT-BA627413BE,TXN-A90CFA1871,SETTLEMENT,CONFIRMED,2026-08-31 22:17:48.930560,Provider B
EVT-517394E518,TXN-FF2093960F,INITIATED,RECEIVED,2026-08-30 13:31:48.930599,Provider A
EVT-1A44015640,TXN-FF2093960F,PROCESSING,RECEIVED,2026-08-30 13:31:52.930599,Provider A
EVT-852641A1DA,TXN-FF2093960F,SUCCESS,CONFIRMED,2026-08-30 13:32:04.930599,Provider A
EVT-B4A69D172D,TXN-FF2093960F,SETTLEMENT,CONFIRMED,2026-08-30 13:32:10.930599,Provider A
EVT-4B02382BDB,TXN-C3E1941B43,INITIATED,RECEIVED,2026-09-04 01:25:50.930635,Provider C
EVT-60965FB816,TXN-C3E1941B43,PROCESSING,RECEIVED,2026-09-04 01:25:55.930635,Provider C
EVT-9D64622D7E,TXN-C3E1941B43,SUCCESS,CONFIRMED,2026-09-04 01:26:09.930635,Provider C
EVT-A527760904,TXN-C3E1941B43,SETTLEMENT,CONFIRMED,2026-09-04 01:26:15.930635,Provider C
EVT-B75653CFF1,TXN-0762264A26,INITIATED,RECEIVED,2026-09-09 00:56:23.930676,Provider C
EVT-822E2B20F4,TXN-0762264A26,PROCESSING,RECEIVED,2026-09-09 00:56:25.930676,Provider C
EVT-2E2EA93270,TXN-0762264A26,SUCCESS,CONFIRMED,2026-09-09 00:56:30.930676,Provider C
EVT-8602D9F11B,TXN-0762264A26,SETTLEMENT,CONFIRMED,2026-09-09 00:56:40.930676,Provider C
EVT-F51F72332D,TXN-C796B9ADC9,INITIATED,RECEIVED,2026-09-11 06:03:25.930711,Provider A
EVT-9E35E89C88,TXN-C796B9ADC9,PROCESSING,RECEIVED,2026-09-11 06:03:26.930711,Provider A
EVT-B7E027AA11,TXN-C796B9ADC9,SUCCESS,CONFIRMED,2026-09-11 06:03:30.930711,Provider A
EVT-433C4A4E06,TXN-C796B9ADC9,SETTLEMENT,CONFIRMED,2026-09-11 06:03:39.930711,Provider A
EVT-6538E64AE4,TXN-EE2D3DC605,INITIATED,RECEIVED,2026-09-08 15:47:38.930749,Provider C
EVT-6B602A9C84,TXN-EE2D3DC605,PROCESSING,RECEIVED,2026-09-08 15:47:40.930749,Provider C
EVT-67AB826218,TXN-EE2D3DC605,SUCCESS,CONFIRMED,2026-09-08 15:47:48.930749,Provider C
EVT-65B4BCBE2D,TXN-EE2D3DC605,REVERSAL,REVERSED,2026-09-08 15:48:58.930749,Provider C
EVT-45AF1DD372,TXN-BBE4CB1BA1,INITIATED,RECEIVED,2026-09-12 01:37:03.930786,Provider D
EVT-34E1466548,TXN-BBE4CB1BA1,PROCESSING,RECEIVED,2026-09-12 01:37:06.930786,Provider D
EVT-4FDD6F3A89,TXN-BBE4CB1BA1,SUCCESS,CONFIRMED,2026-09-12 01:37:12.930786,Provider D
EVT-E6881CF9C6,TXN-BBE4CB1BA1,SETTLEMENT,CONFIRMED,2026-09-12 01:37:19.930786,Provider D
EVT-6A08CFE530,TXN-9068D2ECE2,INITIATED,RECEIVED,2026-09-04 19:06:00.930822,Provider D
EVT-4B4CC5807A,TXN-9068D2ECE2,PROCESSING,RECEIVED,2026-09-04 19:06:03.930822,Provider D
EVT-103E79D9C0,TXN-9068D2ECE2,SUCCESS,CONFIRMED,2026-09-04 19:06:16.930822,Provider D
EVT-2129FC21B0,TXN-9068D2ECE2,SETTLEMENT,CONFIRMED,2026-09-04 19:06:19.930822,Provider D
EVT-35A30AFFC9,TXN-E52B5AE359,INITIATED,RECEIVED,2026-08-25 01:59:27.930862,Provider A
EVT-D19EF055EE,TXN-E52B5AE359,PROCESSING,RECEIVED,2026-08-25 01:59:29.930862,Provider A
EVT-C9629DEC6B,TXN-E52B5AE359,SUCCESS,CONFIRMED,2026-08-25 01:59:33.930862,Provider A
